HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	NCBI Gene ID	Ensembl gene ID
HGNC:54960	UQCR10P1	UQCR10 pseudogene 1	Approved			Xp11.22		NG_027713	644310	ENSG00000237528
HGNC:30862	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	Approved	UQCR	QCR10	19p13.3	D55636	NM_006830	10975	ENSG00000127540
HGNC:12582	UQCRB	ubiquinol-cytochrome c reductase binding protein	Approved	UQBP	QP-C, QCR7, UQCR6	8q22.1	X13585	NM_006294	7381	ENSG00000156467
HGNC:55521	UQCRB-AS1	UQCRB antisense RNA 1	Approved			8q22.1			101927039	ENSG00000254224
HGNC:12583	UQCRBP1	ubiquinol-cytochrome c reductase binding protein pseudogene 1	Approved			Xp11.21			442454	ENSG00000237748
HGNC:12584	UQCRBP2	ubiquinol-cytochrome c reductase binding protein pseudogene 2	Approved			1q23.3			100130719	ENSG00000227941
HGNC:39033	UQCRBP3	ubiquinol-cytochrome c reductase binding protein pseudogene 3	Approved			5p15.2			100288785	ENSG00000249928
HGNC:12585	UQCRC1	ubiquinol-cytochrome c reductase core protein 1	Approved		D3S3191, QCR1, UQCR1	3p21.31	BC009586	NM_003365	7384	ENSG00000010256
HGNC:12586	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	Approved		QCR2, UQCR2	16p12.2	J04973	NM_003366	7385	ENSG00000140740
HGNC:44309	UQCRC2P1	ubiquinol-cytochrome c reductase core protein 2 pseudogene 1	Approved			3p21.31			100131327	ENSG00000236736
HGNC:12587	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	Approved		ISP, RIS1, RIP1, UQCR5, RISP	19q12	BC010035	NM_006003	7386	ENSG00000169021
HGNC:55295	UQCRFS1-DT	UQCRFS1 divergent transcript	Approved			19q12			105372352	ENSG00000267498
HGNC:12588	UQCRFS1P1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1	Approved	UQCRFSL1		22q13.1		NG_009458	100128525	ENSG00000226085
HGNC:39172	UQCRFS1P2	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 2	Approved			7q34		NG_009734	647123	ENSG00000223721
HGNC:39173	UQCRFS1P3	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 3	Approved			6p22.3		NG_022295	100130994	ENSG00000217314
HGNC:12589	UQCRFSL2	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide-like 2	Entry Withdrawn							
HGNC:12590	UQCRH	ubiquinol-cytochrome c reductase hinge protein	Approved		QCR6, UQCR8	1p33	BC001934	NM_006004	7388	ENSG00000173660
HGNC:51714	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like	Approved			1p36.21			440567	ENSG00000233954
HGNC:31341	UQCRHP1	ubiquinol-cytochrome c reductase hinge protein pseudogene 1	Approved	UQCRHP5	Em:AF129756.18	6p21.33			100130756	ENSG00000230622
HGNC:38045	UQCRHP2	ubiquinol-cytochrome c reductase hinge protein pseudogene 2	Approved			2p23.3			729769	ENSG00000237629
HGNC:38046	UQCRHP3	ubiquinol-cytochrome c reductase hinge protein pseudogene 3	Approved			10q11.21			100131995	ENSG00000224162
HGNC:38047	UQCRHP4	ubiquinol-cytochrome c reductase hinge protein pseudogene 4	Approved			3p13			100128448	ENSG00000242728
HGNC:38048	UQCRHP5	symbol withdrawn, see [HGNC:31341](/data/gene-symbol-report/#!/hgnc_id/HGNC:31341)	Symbol Withdrawn			6p21.33				
HGNC:29594	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	Approved		QP-C, QCR8, UQCR7	5q31.1	BC001390	NM_014402	27089	ENSG00000164405
HGNC:17785	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	Approved	PRHOXNB		13q12.2			646625	ENSG00000183463
HGNC:43695	URAHP	urate (hydroxyiso-) hydrolase, pseudogene	Approved		URAH	16q24.3			100130015	ENSG00000222019
HGNC:17344	URB1	URB1 ribosome biogenesis factor	Approved	C21orf108	KIAA0539, NPA1	21q22.11	AB011111	NM_014825	9875	ENSG00000142207
HGNC:23128	URB1-DT	URB1 divergent transcript	Approved	C21orf119, URB1-AS1	PRED84, MGC14136	21q22.11	BC007928	NR_026845	84996	ENSG00000256073
HGNC:28967	URB2	URB2 ribosome biogenesis homolog	Approved	KIAA0133	NPA2, NET10	1q42.13	D50923	NM_014777	9816	ENSG00000135763
HGNC:30890	URGCP	upregulator of cell proliferation	Approved		URG4, KIAA1507, FLJ20654, DKFZp666G166, DKFZp686O0457	7p13		NM_001077664	55665	ENSG00000106608
HGNC:49188	URGCP-MRPS24	URGCP-MRPS24 readthrough	Approved			7p13			100534592	ENSG00000270617
HGNC:13236	URI1	URI1 prefoldin like chaperone	Approved	C19orf2	RMP, NNX3, FLJ10575, URI, PPP1R19	19q12	AF091095	NM_134447	8725	ENSG00000105176
HGNC:28378	URM1	ubiquitin related modifier 1	Approved	C9orf74	MGC2668	9q34.11	AK097029	NM_030914	81605	ENSG00000167118
HGNC:26444	UROC1	urocanate hydratase 1	Approved		FLJ31300, HMFN0320	3q21.3	AK055862	NM_144639	131669	ENSG00000159650
HGNC:12591	UROD	uroporphyrinogen decarboxylase	Approved			1p34.1	BC001778	NM_000374	7389	ENSG00000126088
HGNC:12592	UROS	uroporphyrinogen III synthase	Approved			10q26.2	J03824	NM_000375	7390	ENSG00000188690
HGNC:25792	USB1	U6 snRNA biogenesis phosphodiesterase 1	Approved	C16orf57	FLJ13154, HVSL1, Mpn1	16q21	AK023216	NM_024598	79650	ENSG00000103005
HGNC:30882	USE1	unconventional SNARE in the ER 1	Approved		p31, SLT1, MDS032, D12	19p13.11	AF220052	NM_018467	55850	ENSG00000053501
HGNC:12593	USF1	upstream transcription factor 1	Approved		UEF, MLTFI, bHLHb11	1q23.3	BC035505	NM_007122	7391	ENSG00000158773
HGNC:23773	USF1P1	upstream transcription factor 1 pseudogene 1	Approved	USF1P		21q22.11		NG_007657	100151645	ENSG00000226501
HGNC:12594	USF2	upstream transcription factor 2, c-fos interacting	Approved		FIP, bHLHb12	19q13.12	AY007087	NM_003367	7392	ENSG00000105698
HGNC:30494	USF3	upstream transcription factor family member 3	Approved	KIAA2018		3q13.2	AB095938	NM_001009899	205717	ENSG00000176542
HGNC:12595	USH1A	Usher syndrome 1A (autosomal recessive, severe)	Entry Withdrawn	USH1		14q32				
HGNC:12596	USH1B	symbol withdrawn, see [HGNC:7606](/data/gene-symbol-report/#!/hgnc_id/HGNC:7606)	Symbol Withdrawn							
HGNC:12597	USH1C	USH1 protein network component harmonin	Approved	DFNB18	PDZ73, harmonin, NY-CO-37, NY-CO-38, PDZ-73, AIE-75, PDZD7C	11p15.1	AB006955	NM_005709	10083	ENSG00000006611
HGNC:12598	USH1D	symbol withdrawn, see [HGNC:13733](/data/gene-symbol-report/#!/hgnc_id/HGNC:13733)	Symbol Withdrawn							
HGNC:12599	USH1E	Usher syndrome 1E (autosomal recessive, severe)	Entry Withdrawn			21q21				
HGNC:12600	USH1F	symbol withdrawn, see [HGNC:14674](/data/gene-symbol-report/#!/hgnc_id/HGNC:14674)	Symbol Withdrawn			10				
HGNC:16356	USH1G	USH1 protein network component sans	Approved		Sans, FLJ33924, ANKS4A	17q25.1	AK091243	NM_173477	124590	ENSG00000182040
HGNC:22433	USH1H	Usher syndrome 1H (autosomal recessive)	Entry Withdrawn			15q22-q23				
HGNC:37650	USH1J	symbol withdrawn, see [HGNC:24579](/data/gene-symbol-report/#!/hgnc_id/HGNC:24579)	Symbol Withdrawn			reserved				
HGNC:43724	USH1K	Usher syndrome 1K (autosomal recessive)	Entry Withdrawn			10p11.21-q21.1				
HGNC:12601	USH2A	usherin	Approved	USH2	RP39	1q41	AF055580	NM_007123	7399	ENSG00000042781
HGNC:40606	USH2A-AS1	USH2A antisense RNA 1	Approved			1q41			105372918	ENSG00000236292
HGNC:40605	USH2A-AS2	USH2A antisense RNA 2	Approved			1q41		NR_125992	102723833	ENSG00000233620
HGNC:12602	USH2B	Usher syndrome 2B (autosomal recessive, mild)	Entry Withdrawn			3p24.2-p23				
HGNC:12603	USH2C	symbol withdrawn, see [HGNC:17416](/data/gene-symbol-report/#!/hgnc_id/HGNC:17416)	Symbol Withdrawn		USH2B	5q14-q21				
HGNC:12604	USH3	symbol withdrawn, see [HGNC:12605](/data/gene-symbol-report/#!/hgnc_id/HGNC:12605)	Symbol Withdrawn							
HGNC:12606	USH3B	symbol withdrawn, see [HGNC:4816](/data/gene-symbol-report/#!/hgnc_id/HGNC:4816)	Symbol Withdrawn			reserved				
HGNC:24058	USHBP1	USH1 protein network component harmonin binding protein 1	Approved		MCC2, AIEBP, FLJ38709	19p13.11	AK096028	NM_031941	83878	ENSG00000130307
HGNC:30904	USO1	USO1 vesicle transport factor	Approved		TAP, VDP, p115	4q21.1	AL832010	NM_003715	8615	ENSG00000138768
HGNC:12607	USP1	ubiquitin specific peptidase 1	Approved			1p31.3		NM_001017415	7398	ENSG00000162607
HGNC:12618	USP2	ubiquitin specific peptidase 2	Approved		UBP41	11q23.3	AF079564	NM_171997	9099	ENSG00000036672
HGNC:48673	USP2-AS1	USP2 antisense RNA 1	Approved		THY1-AS1, gLINC	11q23.3			100499227	ENSG00000245248
HGNC:12626	USP3	ubiquitin specific peptidase 3	Approved			15q22.31	AF073344		9960	ENSG00000140455
HGNC:44140	USP3-AS1	USP3 antisense RNA 1	Approved			15q22.31	AK093077	NR_034080	100130855	ENSG00000259248
HGNC:14538	USP3L	symbol withdrawn, see [HGNC:12621](/data/gene-symbol-report/#!/hgnc_id/HGNC:12621)	Symbol Withdrawn		KIAA1063	17p11.2				
HGNC:12627	USP4	ubiquitin specific peptidase 4	Approved	UNP	Unph	3p21.31	U20657	NM_199443	7375	ENSG00000114316
HGNC:12628	USP5	ubiquitin specific peptidase 5	Approved		IsoT	12p13.31	U35116		8078	ENSG00000111667
HGNC:12629	USP6	ubiquitin specific peptidase 6	Approved	HRP1, TRESMCR	Tre-2, TRE17, Tre2	17p13.2	X63547	NM_004505	9098	ENSG00000129204
HGNC:16858	USP6NL	USP6 N-terminal like	Approved	USP6NL-IT1	RNTRE, KIAA0019, TRE2NL, RN-tre	10p14	BC010351	NM_014688	9712	ENSG00000148429
HGNC:55251	USP6NL-AS1	USP6NL antisense RNA 1	Approved			10p14		NR_160647	107984208	ENSG00000271360
HGNC:44704	USP6NL-IT1	symbol withdrawn, see [HGNC:16858](/data/gene-symbol-report/#!/hgnc_id/HGNC:16858)	Symbol Withdrawn			10p14				
HGNC:12630	USP7	ubiquitin specific peptidase 7	Approved	HAUSP		16p13.2	Z72499		7874	ENSG00000187555
HGNC:55379	USP7-AS1	USP7 antisense RNA 1	Approved			16p13.2			105371074	ENSG00000260979
HGNC:12631	USP8	ubiquitin specific peptidase 8	Approved		HumORF8, KIAA0055, UBPY, SPG59	15q21.2	D29956	NM_005154	9101	ENSG00000138592
HGNC:13987	USP8P1	USP8 pseudogene 1	Approved	USP8P	KIAA0055-hom, D84394.7	6p21.33			100287272	ENSG00000214892
HGNC:54601	USP8P2	USP8 pseudogene 2	Approved			2q23.1		NG_023618	100420351	ENSG00000226340
HGNC:12632	USP9X	ubiquitin specific peptidase 9 X-linked	Approved		DFFRX, FAF, FAF-X, MRX99	Xp11.4	X98296	NM_004652	8239	ENSG00000124486
HGNC:12633	USP9Y	ubiquitin specific peptidase 9 Y-linked	Approved		DFFRY, FAF-Y, AZFA	Yq11.221	Y13618	NM_004654	8287	ENSG00000114374
HGNC:31741	USP9YP1	USP9Y pseudogene 1	Approved			Yq11.222		NG_003171	387362	ENSG00000250951
HGNC:31742	USP9YP2	USP9Y pseudogene 2	Approved			Yq11.222		NG_003172	387363	ENSG00000249501
HGNC:37739	USP9YP3	USP9Y pseudogene 3	Approved			Yq11.223			387364	ENSG00000237023
HGNC:37740	USP9YP4	USP9Y pseudogene 4	Approved			Yp11.2		NG_003168	387359	ENSG00000238154
HGNC:38418	USP9YP5	USP9Y pseudogene 5	Approved			Yq11.222			100421217	ENSG00000249634
HGNC:38078	USP9YP6	USP9Y pseudogene 6	Approved	CDY24P		Yq11.222			100462820	ENSG00000226116
HGNC:38079	USP9YP7	USP9Y pseudogene 7	Approved			Yq11.222				ENSG00000224485
HGNC:38424	USP9YP8	USP9Y pseudogene 8	Approved			Yq11.223			100421219	ENSG00000229416
HGNC:38435	USP9YP9	USP9Y pseudogene 9	Approved			Yq11.23			100421220	ENSG00000232614
HGNC:38454	USP9YP10	USP9Y pseudogene 10	Approved			Yq11.222			100421222	ENSG00000238135
HGNC:38460	USP9YP11	USP9Y pseudogene 11	Approved			Yq11.23			100421224	ENSG00000226369
HGNC:38720	USP9YP12	USP9Y pseudogene 12	Approved			Yq11.23			100874382	ENSG00000227871
HGNC:38721	USP9YP13	USP9Y pseudogene 13	Approved			Yq11.23			100861434	ENSG00000224571
HGNC:38748	USP9YP14	USP9Y pseudogene 14	Approved			Yq11.222				ENSG00000227494
HGNC:38751	USP9YP15	USP9Y pseudogene 15	Approved			Yq11.222				ENSG00000233120
HGNC:38752	USP9YP16	USP9Y pseudogene 16	Approved			Yq11.222				ENSG00000232744
HGNC:38753	USP9YP17	USP9Y pseudogene 17	Approved			Yq11.223				ENSG00000229553
HGNC:38754	USP9YP18	USP9Y pseudogene 18	Approved			Yq11.223				ENSG00000223407
HGNC:38755	USP9YP19	USP9Y pseudogene 19	Approved			Yq11.23				ENSG00000225326
HGNC:38767	USP9YP20	USP9Y pseudogene 20	Approved			Yq11.23				ENSG00000230854
HGNC:38757	USP9YP21	USP9Y pseudogene 21	Approved			Yq11.23				ENSG00000227635
HGNC:38758	USP9YP22	USP9Y pseudogene 22	Approved			Yp11.2				ENSG00000224408
HGNC:38759	USP9YP23	USP9Y pseudogene 23	Approved			Yq11.222			100500798	ENSG00000223555
HGNC:38760	USP9YP24	USP9Y pseudogene 24	Approved			Yq11.223				ENSG00000230814
HGNC:38761	USP9YP25	USP9Y pseudogene 25	Approved			Yq11.223				ENSG00000224866
HGNC:38762	USP9YP26	USP9Y pseudogene 26	Approved			Yq11.23				ENSG00000234744
HGNC:38763	USP9YP27	USP9Y pseudogene 27	Approved			Yq11.222				ENSG00000235521
HGNC:38764	USP9YP28	USP9Y pseudogene 28	Approved			Yq11.222				ENSG00000224151
HGNC:38765	USP9YP29	USP9Y pseudogene 29	Approved			Yq11.223				ENSG00000232424
HGNC:38766	USP9YP30	USP9Y pseudogene 30	Approved			Yq11.23				ENSG00000235004
HGNC:38775	USP9YP31	USP9Y pseudogene 31	Approved			Yq11.23				ENSG00000229250
HGNC:38776	USP9YP32	USP9Y pseudogene 32	Approved			Yq11.222				ENSG00000237616
HGNC:38777	USP9YP33	USP9Y pseudogene 33	Approved			Yq11.23				ENSG00000232064
HGNC:38778	USP9YP34	USP9Y pseudogene 34	Approved			Yq11.222			387361	ENSG00000233378
HGNC:38779	USP9YP35	USP9Y pseudogene 35	Approved			Yq11.23				ENSG00000237467
HGNC:38780	USP9YP36	USP9Y pseudogene 36	Approved			Yq11.23				ENSG00000229709
HGNC:12608	USP10	ubiquitin specific peptidase 10	Approved		UBPO, KIAA0190	16q24.1	D80012		9100	ENSG00000103194
HGNC:31752	USP10P1	USP10 pseudogene 1	Approved			14q11.2		NG_005813	780779	
HGNC:33272	USP10P2	USP10 pseudogene 2	Approved			14q11.1		NG_005812	780778	
HGNC:56965	USP10P3	USP10 pseudogene 3	Approved			22q11.1		NG_005814	780780	ENSG00000215268
HGNC:12609	USP11	ubiquitin specific peptidase 11	Approved		UHX1	Xp11.3	U44839	NM_004651	8237	ENSG00000102226
HGNC:20485	USP12	ubiquitin specific peptidase 12	Approved	USP12L1		13q12.13	AL049221	NM_182488	219333	ENSG00000152484
HGNC:39961	USP12-AS1	USP12 antisense RNA 1	Approved	USP12-DT	USP12-AS2	13q12.13				ENSG00000232162
HGNC:39962	USP12-DT	symbol withdrawn, see [HGNC:39961](/data/gene-symbol-report/#!/hgnc_id/HGNC:39961)	Symbol Withdrawn	USP12-AS2		13q12.13				
HGNC:12610	USP12P1	USP12 pseudogene 1	Approved	UBH1, USP12		5q33-q34	AF022789	NG_002822	9959	ENSG00000253213
HGNC:54575	USP12P2	USP12 pseudogene 2	Approved			2q23.1		NG_021527	100130682	ENSG00000224007
HGNC:54576	USP12P3	USP12 pseudogene 3	Approved			9q21.11		NG_023815	100420439	
HGNC:21410	USP12PX	USP12 pseudogene X-linked	Approved	USP12P2		Xq21.31		NG_002823	254700	ENSG00000226081
HGNC:23195	USP12PY	USP12 pseudogene Y-linked	Approved	USP12P3		Yp11.2		NG_002824	359799	ENSG00000232927
HGNC:12611	USP13	ubiquitin specific peptidase 13	Approved		IsoT-3	3q26.33	U75362		8975	ENSG00000058056
HGNC:12612	USP14	ubiquitin specific peptidase 14	Approved		TGT, Ubp6	18p11.32	U30888	NM_005151	9097	ENSG00000101557
HGNC:12613	USP15	ubiquitin specific peptidase 15	Approved		KIAA0529, UNPH4	12q14.1	AB011101	NM_006313	9958	ENSG00000135655
HGNC:12614	USP16	ubiquitin specific peptidase 16	Approved		Ubp-M	21q21.3	AF126736		10600	ENSG00000156256
HGNC:37182	USP17L1	ubiquitin specific peptidase 17 like family member 1	Approved	USP17L1P		8p23.1		NM_001256873	401447	ENSG00000230549
HGNC:34434	USP17L2	ubiquitin specific peptidase 17 like family member 2	Approved		DUB3	8p23.1	BC156290	NM_201402	377630	ENSG00000223443
HGNC:37175	USP17L3	ubiquitin specific peptidase 17 like family member 3	Approved		USP17B, USP17F	8p23.1		NM_001256871	645836	ENSG00000225327
HGNC:37176	USP17L4	ubiquitin specific peptidase 17 like family member 4	Approved			8p23.1		NM_001256874	645402	ENSG00000236125
HGNC:37177	USP17L5	ubiquitin specific peptidase 17 like family member 5	Approved			4p16.1		NM_001242329	728386	ENSG00000227140
HGNC:37179	USP17L6P	ubiquitin specific peptidase 17 like family member 6, pseudogene	Approved		DUB4, vDUB4, USP17L6	4p16.1		NR_027279	391622	ENSG00000205946
HGNC:37180	USP17L7	ubiquitin specific peptidase 17 like family member 7	Approved			8p23.1		NM_001256869	392197	ENSG00000226430
HGNC:37181	USP17L8	ubiquitin specific peptidase 17 like family member 8	Approved			8p23.1		NM_001256872	392188	ENSG00000237038
HGNC:12615	USP17L9P	ubiquitin specific peptidase 17 like family member 9, pseudogene	Approved	USP17	RS447	4p16.1	D38378		391627	ENSG00000251694
HGNC:44438	USP17L10	ubiquitin specific peptidase 17 like family member 10	Approved			4p16.1		NM_001256852	100287144	ENSG00000231396
HGNC:44439	USP17L11	ubiquitin specific peptidase 17 like family member 11	Approved			4p16.1		NM_001256854	100287178	ENSG00000233136
HGNC:44440	USP17L12	ubiquitin specific peptidase 17 like family member 12	Approved			4p16.1		NM_001256853	100287205	ENSG00000227551
HGNC:44441	USP17L13	ubiquitin specific peptidase 17 like family member 13	Approved			4p16.1		NM_001256855	100287238	ENSG00000232399
HGNC:44442	USP17L14P	ubiquitin specific peptidase 17 like family member 14, pseudogene	Approved			4p16.1		NG_022047	100287270	ENSG00000249482
HGNC:44443	USP17L15	ubiquitin specific peptidase 17 like family member 15	Approved			4p16.1		NM_001256894	100288520	ENSG00000223569
HGNC:44444	USP17L16P	ubiquitin specific peptidase 17 like family member 16, pseudogene	Approved			4p16.1			100287302	ENSG00000250231
HGNC:44445	USP17L17	ubiquitin specific peptidase 17 like family member 17	Approved			4p16.1		NM_001256857	100287327	ENSG00000249104
HGNC:44446	USP17L18	ubiquitin specific peptidase 17 like family member 18	Approved			4p16.1		NM_001256859	100287364	ENSG00000250844
HGNC:44447	USP17L19	ubiquitin specific peptidase 17 like family member 19	Approved			4p16.1		NM_001256860	100287404	ENSG00000248920
HGNC:44448	USP17L20	ubiquitin specific peptidase 17 like family member 20	Approved			4p16.1		NM_001256861	100287441	ENSG00000250745
HGNC:44449	USP17L21	ubiquitin specific peptidase 17 like family member 21	Approved			4p16.1		NM_001256862	100287478	ENSG00000249811
HGNC:44450	USP17L22	ubiquitin specific peptidase 17 like family member 22	Approved			4p16.1		NM_001256863	100287513	ENSG00000248933
HGNC:44451	USP17L23	ubiquitin specific peptidase 17 like family member 23	Approved			4p16.1				ENSG00000250913
HGNC:44453	USP17L24	ubiquitin specific peptidase 17 like family member 24	Approved			4p16.1		NM_001242327	728369	ENSG00000232264
HGNC:44452	USP17L25	ubiquitin specific peptidase 17 like family member 25	Approved			4p16.1		NM_001242326	728373	ENSG00000230430
HGNC:44454	USP17L26	ubiquitin specific peptidase 17 like family member 26	Approved			4p16.1		NM_001242328	728379	ENSG00000229579
HGNC:44455	USP17L27	ubiquitin specific peptidase 17 like family member 27	Approved			4p16.1		NM_001242330	728393	ENSG00000235780
HGNC:44456	USP17L28	ubiquitin specific peptidase 17 like family member 28	Approved			4p16.1		NM_001242331	728400	ENSG00000231051
HGNC:44457	USP17L29	ubiquitin specific peptidase 17 like family member 29	Approved			4p16.1		NM_001242332	728405	ENSG00000231637
HGNC:44458	USP17L30	ubiquitin specific peptidase 17 like family member 30	Approved			4p16.1		NM_001256867	728419	ENSG00000228856
HGNC:12616	USP18	ubiquitin specific peptidase 18	Approved			22q11.21	AJ243526		11274	ENSG00000184979
HGNC:12617	USP19	ubiquitin specific peptidase 19	Approved		KIAA0891, ZMYND9	3p21.31	AB020698	NM_006677	10869	ENSG00000172046
HGNC:12619	USP20	ubiquitin specific peptidase 20	Approved		KIAA1003	9q34.11	AB023220		10868	ENSG00000136878
HGNC:12620	USP21	ubiquitin specific peptidase 21	Approved	USP23	USP16	1q23.3	AF177758		27005	ENSG00000143258
HGNC:54618	USP21P1	USP21 pseudogene 1	Approved			2q36.1		NG_023765	100420435	ENSG00000224826
HGNC:54650	USP21P2	USP21 pseudogene 2	Approved			2p12		NG_023574	100420428	ENSG00000271356
HGNC:12621	USP22	ubiquitin specific peptidase 22	Approved	USP3L	KIAA1063	17p11.2	AB028986		23326	ENSG00000124422
HGNC:12622	USP23	symbol withdrawn, see [HGNC:12620](/data/gene-symbol-report/#!/hgnc_id/HGNC:12620)	Symbol Withdrawn							
HGNC:12623	USP24	ubiquitin specific peptidase 24	Approved		KIAA1057	1p32.3	AB028980		23358	ENSG00000162402
HGNC:42014	USP24P1	ubiquitin specific peptidase 24 pseudogene 1	Approved			13q12.11				ENSG00000229375
HGNC:12624	USP25	ubiquitin specific peptidase 25	Approved		USP21	21q21.1	AF170562		29761	ENSG00000155313
HGNC:13485	USP26	ubiquitin specific peptidase 26	Approved			Xq26.2	AF285593	NM_031907	83844	ENSG00000134588
HGNC:13486	USP27X	ubiquitin specific peptidase 27 X-linked	Approved		USP27	Xp11.23	AW851065	NM_001145073	389856	ENSG00000273820
HGNC:27249	USP27X-DT	USP27X divergent transcript	Approved	USP27X-AS1		Xp11.23			158572	ENSG00000234390
HGNC:12625	USP28	ubiquitin specific peptidase 28	Approved		KIAA1515	11q23.2	AB040948		57646	ENSG00000048028
HGNC:18563	USP29	ubiquitin specific peptidase 29	Approved			19q13.43			57663	ENSG00000131864
HGNC:20065	USP30	ubiquitin specific peptidase 30	Approved		MGC10702, FLJ40511	12q24.11	BC022094	NM_032663	84749	ENSG00000135093
HGNC:40909	USP30-AS1	USP30 antisense RNA 1	Approved			12q24.11		NR_038996	100131733	ENSG00000256262
HGNC:20060	USP31	ubiquitin specific peptidase 31	Approved		KIAA1203	16p12.2	AB033029	NM_020718	57478	ENSG00000103404
HGNC:19143	USP32	ubiquitin specific peptidase 32	Approved		NY-REN-60, USP10	17q23.3	AF533230	NM_032582	84669	ENSG00000170832
HGNC:43570	USP32P1	ubiquitin specific peptidase 32 pseudogene 1	Approved			17p11.2		NR_003190	162632	ENSG00000188933
HGNC:30751	USP32P2	ubiquitin specific peptidase 32 pseudogene 2	Approved		TL132	17p11.2		NR_003554	220594	ENSG00000233327
HGNC:43576	USP32P3	ubiquitin specific peptidase 32 pseudogene 3	Approved			17p11.2		NG_002719	347716	ENSG00000189423
HGNC:43577	USP32P4	ubiquitin specific peptidase 32 pseudogene 4	Approved			17q23.2				ENSG00000263887
HGNC:20059	USP33	ubiquitin specific peptidase 33	Approved		KIAA1097, VDU1	1p31.1	AF383173	NM_015017	23032	ENSG00000077254
HGNC:20066	USP34	ubiquitin specific peptidase 34	Approved		KIAA0570, KIAA0729	2p15	AB011142		9736	ENSG00000115464
HGNC:55262	USP34-DT	USP34 divergent transcript	Approved		AC016727.1	2p15			105377633	ENSG00000270820
HGNC:20061	USP35	ubiquitin specific peptidase 35	Approved		KIAA1372	11q14.1	AB037793	NM_020798	57558	ENSG00000118369
HGNC:20062	USP36	ubiquitin specific peptidase 36	Approved		KIAA1453, FLJ12851	17q25.3	AB040886	NM_025090	57602	ENSG00000055483
HGNC:20063	USP37	ubiquitin specific peptidase 37	Approved		KIAA1594	2q35	AB046814	NM_020935	57695	ENSG00000135913
HGNC:55020	USP37P1	USP37 pseudogene 1	Approved			Xq21.32				ENSG00000270826
HGNC:20067	USP38	ubiquitin specific peptidase 38	Approved		KIAA1891, HP43.8KD	4q31.21	AF211481	NM_032557	84640	ENSG00000170185
HGNC:55554	USP38-DT	USP38 divergent transcript	Approved			4q31.21		NR_185979.1	105377623	ENSG00000250326
HGNC:20071	USP39	ubiquitin specific peptidase 39	Approved		SAD1, CGI-21, SNRNP65	2p11.2	AF132955	NM_006590	10713	ENSG00000168883
HGNC:20069	USP40	ubiquitin specific peptidase 40	Approved		FLJ10785	2q37.1	AK001647	NM_018218	55230	ENSG00000085982
HGNC:20070	USP41P	ubiquitin specific peptidase 41, pseudogene	Approved	USP41	USP18B	22q11.21	AJ586979		373856	ENSG00000161133
HGNC:20068	USP42	ubiquitin specific peptidase 42	Approved		FLJ12697	7p22.1	AK022759	NM_032172	84132	ENSG00000106346
HGNC:20072	USP43	ubiquitin specific peptidase 43	Approved		FLJ30626	17p13.1	AK055188	NM_153210	124739	ENSG00000154914
HGNC:20064	USP44	ubiquitin specific peptidase 44	Approved		FLJ14528	12q22	AK027434	NM_032147	84101	ENSG00000136014
HGNC:20080	USP45	ubiquitin specific peptidase 45	Approved		MGC14793	6q16.2	AL832030	NM_032929	85015	ENSG00000123552
HGNC:20075	USP46	ubiquitin specific peptidase 46	Approved		FLJ12552	4q12	AK022614	NM_022832	64854	ENSG00000109189
HGNC:43991	USP46-DT	USP46 divergent transcript	Approved	USP46-AS1		4q12	BX354350, CN313378	NR_125363	643783	ENSG00000248866
HGNC:20076	USP47	ubiquitin specific peptidase 47	Approved			11p15.3	AK027362	NM_017944	55031	ENSG00000170242
HGNC:18533	USP48	ubiquitin specific peptidase 48	Approved	USP31	FLJ23277, FLJ11328, FLJ20103, FLJ23054, MGC14879	1p36.12	AF502942	NM_032236	84196	ENSG00000090686
HGNC:20078	USP49	ubiquitin specific peptidase 49	Approved		MGC20741	6p21.1	AJ586139	NM_018561	25862	ENSG00000164663
HGNC:20079	USP50	ubiquitin specific peptidase 50	Approved			15q21.1	AI990110		373509	ENSG00000170236
HGNC:23086	USP51	ubiquitin specific peptidase 51	Approved			Xp11.21	BF741256	NM_201286	158880	ENSG00000247746
HGNC:29255	USP53	ubiquitin specific peptidase 53	Approved		KIAA1350	4q26	BC017382	NM_019050	54532	ENSG00000145390
HGNC:58879	USP53-DT	USP53 divergent transcript	Approved			4q26			101929762	ENSG00000293254
HGNC:23513	USP54	ubiquitin specific peptidase 54	Approved	C10orf29	FLJ37318, bA137L10.3, bA137L10.4	10q22.2	AJ583820	NM_152586	159195	ENSG00000166348
